case_id,fact_pattern,violence_score,financial_loss_score,victim_vulnerability_score,premeditation_score,public_safety_risk,priors,plea_guilty,mitigating_circumstances,juvenile,court_region,sentence_United States,sentence_United Kingdom,sentence_Canada,sentence_Australia,sentence_Singapore,sentence_India,sentence_Germany,sentence_France,sentence_Italy,sentence_Spain,sentence_Switzerland,sentence_Brazil,sentence_Norway,sentence_Sweden,sentence_Denmark,sentence_Japan,sentence_South Korea,sentence_Saudi Arabia,sentence_Iran,sentence_South Africa
76,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.,0.103,0.125,0.098,0.728,0.201,0,1,1,0,1,39.9,24.2,18.6,17.9,67.5,40.8,21.6,19.3,14.3,14.6,11.5,17.0,7.3,7.9,7.8,7.1,13.9,46.1,40.1,21.9
77,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.135,0.743,0.661,0.971,0.394,3,1,0,0,1,206.1,146.4,114.6,100.7,320.2,186.2,95.0,106.8,79.0,93.0,63.3,104.3,38.0,41.9,40.6,49.0,81.8,219.2,271.0,164.7
78,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.601,0.093,0.729,0.811,0.415,3,1,1,0,0,239.8,106.7,69.3,109.6,403.8,107.5,82.4,88.9,56.2,67.8,50.8,70.8,31.2,33.6,36.9,32.9,49.9,313.0,222.8,142.9
79,The offender stole a bicycle valued at $300 parked outside a supermarket. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.,0.092,0.06,0.693,0.717,0.187,0,1,0,0,0,53.0,42.7,30.2,34.4,90.4,51.4,35.4,32.3,24.5,29.5,22.0,22.8,16.5,17.3,14.2,17.0,29.4,96.0,61.3,45.3
80,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The crime targeted a 7-year-old child who was walking home alone from school.",0.606,0.759,0.956,0.833,0.362,0,1,1,0,0,121.6,92.2,60.0,63.8,195.9,68.3,60.9,64.6,51.7,51.4,38.2,53.0,27.4,29.8,29.5,33.2,44.7,165.9,163.6,119.7
81,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender stole a bicycle valued at $300 parked outside a supermarket. The crime targeted a 7-year-old child who was walking home alone from school.",0.965,0.078,0.985,0.485,0.906,0,1,0,0,0,152.9,90.6,101.5,89.8,317.0,153.4,87.8,99.0,71.8,83.8,66.4,84.0,49.6,56.4,53.4,45.6,66.4,234.6,261.7,123.6
82,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.62,0.0,0.284,0.801,0.987,1,1,0,0,0,173.2,126.1,86.3,97.3,287.3,126.7,85.3,94.3,73.1,90.6,58.6,87.0,42.8,43.8,46.2,41.5,66.9,266.0,167.8,169.6
83,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.966,0.081,0.182,0.744,0.91,3,0,1,0,0,360.0,224.2,121.2,165.6,480.0,181.8,118.1,120.7,131.5,124.0,74.5,125.8,46.4,53.5,61.8,79.5,109.8,360.0,360.0,247.5
84,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.291,0.922,0.801,0.885,0.361,1,1,0,0,0,187.1,105.8,81.2,99.3,226.7,155.0,88.6,90.1,70.9,74.8,61.9,82.0,41.8,40.1,41.9,51.8,64.3,206.7,215.5,147.4
85,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.0,0.345,0.927,0.976,0.379,0,1,0,0,0,78.6,56.1,49.9,54.9,130.5,60.3,52.7,54.9,37.2,38.5,35.2,45.3,19.6,23.7,21.2,25.9,41.0,108.5,99.8,68.0
86,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.494,0.296,0.258,0.931,0.943,0,1,0,0,1,108.7,74.3,71.8,73.6,204.2,144.8,65.2,69.8,53.9,67.0,46.0,73.8,35.5,35.8,39.0,30.6,48.6,134.2,161.9,134.5
87,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.559,0.124,0.174,0.859,0.402,0,1,0,0,0,92.5,65.5,58.5,67.8,148.5,79.1,62.2,56.2,45.5,53.1,33.4,61.1,28.8,27.7,32.7,32.0,43.9,157.7,153.2,105.5
88,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries.",0.969,0.028,0.185,0.546,0.915,0,0,0,0,0,244.4,155.3,108.8,98.1,285.6,109.4,116.9,88.3,93.5,94.5,69.0,123.1,50.8,55.1,53.8,72.7,82.8,219.0,185.9,144.6
89,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.118,0.988,0.814,0.949,0.382,4,1,0,0,1,223.9,150.2,105.6,147.8,429.2,154.9,127.4,126.0,95.6,118.5,71.5,137.1,48.2,57.0,51.0,56.7,93.1,286.0,332.8,219.7
90,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.845,0.906,0.833,0.858,0.886,3,1,0,0,0,360.0,240.0,178.2,179.1,480.0,179.2,180.0,180.0,123.2,172.2,117.9,185.4,89.7,97.6,87.3,84.3,119.0,360.0,360.0,292.1
91,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The defendant took advantage of their role as a live-in nurse to abuse and steal from a bedridden patient.",0.411,0.2,0.946,0.595,0.231,2,1,0,0,0,171.7,101.6,81.5,83.6,258.9,119.6,77.0,96.5,61.8,70.5,57.3,81.8,39.6,41.6,38.8,41.7,58.4,204.3,177.0,131.4
92,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million.",0.002,0.961,0.786,0.942,0.389,2,1,0,0,1,161.8,78.5,77.7,90.2,269.0,115.0,97.8,81.7,69.7,74.8,53.4,114.2,32.3,39.8,37.0,40.1,74.0,201.9,192.6,146.4
93,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The crime targeted a 7-year-old child who was walking home alone from school.",0.833,0.208,0.914,0.685,0.747,1,1,0,0,1,179.0,134.8,112.5,90.4,390.7,120.3,113.0,115.9,71.1,85.5,67.0,115.4,52.9,59.3,62.1,56.0,76.2,237.7,176.1,152.6
94,The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users.,0.283,0.363,0.72,0.745,0.95,3,0,1,0,0,360.0,210.0,100.4,127.7,480.0,154.6,96.1,104.7,91.7,93.4,60.4,101.4,33.3,40.2,38.5,64.7,79.8,360.0,300.2,196.2
95,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.834,0.377,0.169,0.65,0.665,0,1,0,0,0,145.3,88.6,88.8,85.7,221.6,113.7,68.4,67.1,54.7,67.1,59.8,102.3,43.4,45.4,40.2,37.7,55.9,178.7,171.4,115.2
96,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.31,0.0,0.0,0.019,0.112,3,1,0,0,0,56.6,45.3,29.3,36.5,134.4,33.5,24.9,31.3,25.6,30.5,18.9,32.7,15.2,17.3,20.5,12.6,22.5,93.3,92.7,55.8
97,"The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.573,0.074,0.747,0.878,0.44,0,1,0,0,1,95.2,67.4,65.0,62.1,193.2,96.7,65.8,61.7,54.2,54.2,40.6,84.5,32.9,33.8,35.0,35.7,42.4,220.6,145.0,99.3
98,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger.",0.805,0.198,0.187,0.643,0.771,1,0,0,0,1,225.5,163.3,124.5,139.4,384.6,188.6,108.2,102.7,97.7,109.3,77.4,88.0,55.5,57.5,57.7,82.4,103.5,278.0,197.8,194.7
99,"The offender was found in possession of 200 grams of cocaine, scales, and packaging materials indicating distribution.",0.059,0.241,0.132,0.538,0.793,0,1,0,0,0,52.4,35.7,32.7,40.7,136.0,55.1,38.9,36.7,26.5,32.0,24.7,38.1,18.2,18.4,17.7,20.3,28.6,79.3,75.9,53.9
100,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.834,0.765,0.929,0.764,0.479,2,1,0,0,1,245.6,163.0,127.5,143.7,389.5,240.0,139.3,133.0,109.6,125.8,84.3,141.7,62.9,67.4,73.6,64.9,101.6,254.4,341.6,196.5
101,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families.",0.352,0.272,0.465,0.444,0.861,0,1,0,0,0,94.2,67.9,63.5,50.7,140.5,78.4,65.0,60.4,44.5,46.1,40.2,49.7,30.0,31.3,32.5,35.1,45.6,128.8,121.1,70.9
102,The suspect stole a wallet containing credit cards and $150 cash from an unattended purse in a cafe. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.,0.061,0.141,0.91,0.652,0.202,0,0,0,0,0,71.4,56.9,45.4,52.4,102.5,76.7,47.2,42.7,41.4,42.8,33.7,39.9,20.0,20.7,19.3,37.6,42.1,97.3,76.2,68.5
103,"The suspect sold fake pharmaceutical pills containing toxic contaminants to local drug users. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.302,0.386,0.745,0.954,0.929,1,0,1,0,1,216.9,115.4,85.9,94.0,344.5,118.1,62.1,70.7,81.3,74.7,48.7,102.1,28.3,32.5,30.6,49.5,64.6,238.9,183.6,132.4
104,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.834,0.773,0.913,0.827,0.724,0,0,0,0,0,243.1,192.1,119.3,117.0,314.3,130.4,124.4,114.4,115.8,131.8,91.7,134.3,65.7,62.5,71.4,105.5,121.4,240.6,201.5,220.6
105,"The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures.",0.679,0.904,0.77,0.904,0.443,1,1,0,0,0,241.2,124.1,106.0,140.3,298.9,218.7,108.4,119.2,85.9,102.5,74.7,110.4,54.4,55.4,60.1,55.0,86.3,255.2,183.6,181.3
106,"The suspect pointed a loaded handgun at the store clerk, demanding money and threatening to pull the trigger. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.833,0.712,0.287,0.839,0.724,3,1,1,0,1,360.0,166.3,114.3,126.0,480.0,217.2,97.8,121.0,90.1,97.9,65.8,126.7,42.6,51.2,47.2,40.5,73.2,360.0,290.1,177.5
107,"The perpetrator shot the victim in the chest at close range following a dispute, causing fatal injuries. The offender stole a bicycle valued at $300 parked outside a supermarket.",1.0,0.038,0.21,0.532,0.905,0,0,1,0,1,153.0,107.4,79.2,89.1,275.8,167.9,58.7,57.5,66.0,55.4,44.0,103.4,31.6,35.6,34.1,44.0,53.2,173.7,211.0,131.8
108,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.023,0.991,0.811,0.943,0.414,2,0,1,0,0,220.9,137.6,95.9,123.3,353.7,94.1,79.6,70.9,77.8,79.1,51.5,81.6,25.6,31.6,27.3,64.8,59.3,250.8,295.3,155.9
109,"The defendant attacked the victim with a metal pipe during an argument, resulting in a deep head wound.",0.794,0.0,0.074,0.315,0.486,4,0,0,0,1,333.1,194.3,141.4,189.5,427.2,240.0,116.4,128.8,110.5,123.8,77.5,155.3,65.4,60.4,66.4,89.6,111.6,308.1,259.8,254.3
110,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years.",0.303,0.74,0.315,0.775,0.161,2,1,0,0,1,201.6,90.1,82.9,72.0,217.0,144.8,89.8,80.3,56.9,65.9,47.6,92.1,35.2,36.2,34.5,38.0,56.5,194.7,238.6,125.9
111,"The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim. The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The crime targeted a 7-year-old child who was walking home alone from school.",0.562,0.985,0.945,0.94,0.395,0,1,1,0,1,107.7,70.8,68.8,67.6,203.7,144.4,68.6,55.1,42.5,57.5,38.3,82.2,24.3,32.1,28.2,28.0,44.2,156.1,162.2,114.3
112,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.339,0.035,0.021,0.043,0.114,2,1,0,0,0,72.3,43.5,39.8,29.7,120.6,42.1,28.6,28.3,23.2,28.4,20.7,37.4,14.9,17.7,16.6,14.8,24.2,80.4,54.3,55.1
113,"The defendant ran a sophisticated Ponzi scheme, defrauding elderly investors of over $2.5 million. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.597,0.998,0.763,0.938,0.357,0,1,0,0,1,133.3,99.0,94.9,77.3,233.1,183.9,74.5,82.7,63.1,71.9,61.6,92.4,42.6,46.3,43.1,40.2,70.0,167.2,197.4,136.9
114,"The employee embezzled $150,000 from the company accounts by forging signatures on corporate checks over two years. The offender chose a victim who was highly intoxicated and unable to stand or speak clearly.",0.097,0.752,0.663,0.833,0.205,1,1,0,0,0,97.4,69.9,72.2,61.8,166.2,95.8,71.7,62.9,47.6,62.3,47.9,69.9,27.8,28.6,26.9,34.5,52.9,201.0,155.4,85.1
115,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The suspect broke into a commercial warehouse and stole electronics worth approximately $5,000.",0.466,0.393,0.273,0.545,0.952,0,0,0,1,1,78.2,37.5,31.2,36.3,170.3,104.2,32.6,34.9,33.7,31.8,18.4,49.9,11.9,12.5,14.9,25.8,29.4,105.5,103.1,53.8
116,"The offender stole a bicycle valued at $300 parked outside a supermarket. The suspect planned the heist for over six months, purchasing specialized tools, drawing maps, and tracking guards.",0.0,0.267,0.144,0.915,0.416,2,1,1,0,0,104.6,53.3,38.6,49.5,166.8,58.7,33.7,34.7,30.3,33.2,19.6,33.6,10.4,12.9,13.0,15.6,26.5,113.9,102.9,63.9
117,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures.",0.676,0.0,0.107,0.212,0.353,3,1,1,0,0,193.2,88.3,65.4,66.5,237.2,100.9,53.3,54.2,47.6,47.0,35.9,63.1,24.0,25.6,29.9,22.3,36.5,200.5,146.5,119.3
118,"The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult. A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises.",0.392,0.0,0.884,0.164,0.136,0,1,0,0,1,44.3,34.8,31.8,43.0,95.9,84.9,35.4,32.3,25.8,35.0,27.2,41.0,21.7,22.7,24.5,21.2,28.9,63.8,66.9,56.0
119,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection.",0.362,0.295,0.464,0.655,0.895,3,1,1,0,1,169.2,89.7,77.9,85.2,405.7,110.2,71.0,71.0,60.9,67.5,37.9,74.7,25.0,30.6,30.8,26.0,46.4,200.3,226.1,147.3
120,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.5,0.001,0.3,0.381,0.902,4,1,1,0,1,186.6,106.5,72.3,84.8,480.0,175.1,64.4,83.7,59.9,56.5,44.1,101.2,26.4,31.3,34.8,28.5,51.2,250.5,239.5,127.1
121,"The offender physically assaulted the victim by punching and kicking them multiple times, causing severe facial fractures. The perpetrator wore a ski mask and dark clothing to conceal their identity and avoid CCTV detection. The victim was an 82-year-old grandmother who lived alone and suffered from mild dementia.",0.735,0.093,0.938,0.723,0.426,0,1,0,0,1,119.8,91.8,69.8,72.7,180.2,131.8,74.7,69.3,60.9,59.5,53.2,73.2,39.8,40.4,42.9,35.4,55.7,176.9,134.1,87.5
122,"A verbal confrontation escalated, leading to the offender shoving the victim to the ground, causing minor bruises. The defendant purchased a carving knife and gloves the morning of the crime, explicitly intending to confront the victim.",0.612,0.011,0.163,0.81,0.387,5,1,0,0,1,354.0,177.6,105.9,140.4,455.1,209.0,122.3,124.3,80.2,94.7,70.7,115.2,50.7,54.3,58.4,59.0,82.2,308.7,293.3,227.9
123,"The suspect set fire to a trash can near an apartment building, causing a blaze that threatened multiple families. The offender acted in a sudden fit of rage, with no planning whatsoever, responding to an insult.",0.421,0.33,0.502,0.365,0.889,0,1,0,0,1,86.9,71.5,59.1,51.5,204.7,118.4,54.1,56.7,47.1,48.2,42.9,88.7,30.2,29.8,33.4,30.8,44.2,169.6,101.3,99.9
124,"The defendant discharged an assault rifle into the air in a crowded public square, causing mass panic.",0.501,0.0,0.306,0.397,0.902,0,0,0,0,0,119.0,119.0,88.8,73.1,206.2,110.2,65.7,62.5,63.3,53.3,46.6,62.8,34.2,39.4,34.4,58.8,59.4,143.2,147.2,114.7
